RA;ano_dados;fase;idade;genero;anos_ingresso;instituicao;pedra_atual;inde_atual;indicador_auto_avaliacao;indicador_engajamento;indicador_psicossocial;indicador_aprendizagem;indicador_ponto_virada;indicador_adequacao_nivel;indicador_psico_pedagogico;defasagem
389;2024;3;13;M;3;Pública;Ametista;7,2079551282;9,585;6,674358974333333;8,76;5,166666666666667;6,745;10,0;6,5625;0
390;2024;3;13;F;2;Pública;Ágata;6,5472236842000004;7,5;6,080701754333333;8,755;4,166666666666667;6,08;10,0;6,5625;0
376;2024;3;14;F;3;Pública;Quartzo;5,896573588800001;10,002;8,287284610666667;2,51;2,8333333333333335;6,325;5,0;6,5625;-1
584;2024;3;12;F;3;Pública;Ágata;6,752914393933334;8,751;5,636363636333333;8,755;4,333333333333333;6,37;10,0;7,34375;0
535;2024;3;12;F;3;Pública;Ametista;7,659555952400001;9,168;7,161904762;8,135;6,0;7,5;10,0;7,96875;0
547;2024;3;13;F;3;Pública;Ametista;7,2102906723333335;8,751;7,030620028333334;8,135;6,833333333333333;5,932;10,0;5,625;0
557;2024;3;12;M;3;Bolsista;Topázio;9,350986466133334;10,002;8,756265663999999;7,51;9,666666666666666;9,576;10,0;10,0;0
548;2024;3;13;M;3;Pública;Ametista;7,240168803466668;9,168;7,600427350666667;7,51;6,666666666666667;5,626;10,0;5,9375;0
1102;2024;3;12;M;1;Pública;Topázio;8,440611904733334;8,751;9,390476190333333;8,13;9,333333333333334;7,07;10,0;5,9375;1
1532;2024;3;15;M;0;Pública;Quartzo;4,548544781066667;0,0;3,9057239053333332;7,51;2,0;6,832;5,0;7,5;-1
538;2024;3;14;M;2;Pública;Ágata;6,514094017066666;8,751;7,668803418666666;7,51;6,166666666666667;5,292;5,0;5,625;-1
365;2024;3;11;F;2;Pública;Topázio;8,526983333333334;9,585;10,0;7,51;6,666666666666667;8,202;10,0;8,4375;1
563;2024;3;12;F;3;Pública;Topázio;8,595447619066668;9,168;9,461904762000001;8,135;8,333333333333334;7,468;10,0;8,125;0
1157;2024;3;15;M;1;Pública;Ametista;7,916082936533334;9,585;9,082539682666665;7,51;7,0;8,466;5,0;7,96875;-1
258;2024;3;13;F;3;Pública;Ágata;6,429063888866667;7,084;6,944444444333333;7,51;2,5;6,732;10,0;7,34375;0
369;2024;3;13;M;2;Pública;Quartzo;5,667282265;8,751;4,908119658333334;7,51;1,6666666666666667;5,428;10,0;6,40625;0
375;2024;3;13;M;3;Pública;Ametista;7,970034615400001;9,585;9,443589743666667;7,51;6,833333333333333;6,432;10,0;7,1875;0
1533;2024;3;14;F;0;Pública;Topázio;9,089828985533336;9,168;9,710144927666667;8,135;9,5;8,3375;10,0;8,5;0
1534;2024;3;13;F;0;Pública;Ametista;7,188366666666667;7,917;9,666666666666666;8,135;1,1666666666666667;8,0825;10,0;8,0;0
1160;2024;3;14;M;1;Pública;Ágata;6,274190982333334;8,751;8,201288245;7,51;3,1666666666666665;6,2475;5,0;6,25;-1
562;2024;3;13;F;3;Pública;Topázio;8,392733333333334;8,334;9,833333333333334;8,135;7,833333333333333;7,25;10,0;7,625;0
1112;2024;3;13;M;1;Pública;Ágata;6,8560823939999995;9,585;9,02791197;8,135;4,0;4,705;10,0;5,375;0
1535;2024;3;13;F;0;Pública;Ametista;7,109390969933334;8,751;5,103121516333333;7,51;5,833333333333333;7,9175;10,0;7,125;0
1536;2024;3;15;F;0;Pública;Ametista;7,653744444466668;9,168;8,722222222333334;8,135;7,0;7,4575;5,0;7,875;-1
357;2024;3;14;M;2;Pública;Ametista;7,731569404200001;8,751;9,028180354333333;8,135;7,666666666666667;7,0825;5,0;7,875;-1
583;2024;3;14;F;3;Pública;Ametista;7,447591035933334;7,917;8,904455179666668;8,135;5,0;6,87;10,0;6,875;0
1537;2024;3;14;F;0;Pública;Topázio;8,176263231333333;9,168;8,33064949;8,135;8,666666666666666;8,67;5,0;8,125;-1
599;2024;3;12;M;2;Pública;Topázio;8,3569352941;10,002;8,607843137333333;9,375;7,666666666666667;7,28;10,0;7,083333333;1
651;2024;3;12;F;2;Pública;Topázio;8,689300000100001;9,168;10,0;7,51;7,5;8,336666667;10,0;8,541666667;1
1131;2024;3;13;F;1;Bolsista;Topázio;8,2889555555;8,334;9,277777777666666;6,255;8,333333333333334;7,893333333;10,0;7,291666667;0
403;2024;3;14;M;3;Pública;Topázio;8,008488888833334;8,751;7,361111111;7,51;7,666666666666667;7,613333333;10,0;8,541666667;0
1538;2024;3;13;M;3;Pública;Ametista;7,9631703704333345;9,168;7,935185184999999;8,13;7,166666666666667;7,106666667;10,0;7,916666667;1
469;2024;3;13;F;2;Pública;Ametista;7,684639869300001;9,168;9,498366013;7,51;5,0;6,94;10,0;7,291666667;0
1121;2024;3;12;M;1;Pública;Topázio;8,407166666633334;9,585;10,0;7,51;6,666666666666667;8,28;10,0;7,083333333;0
1122;2024;3;12;M;1;Pública;Ametista;7,817322222166666;8,751;9,861111111;7,51;5,333333333333333;7,22;10,0;7,083333333;1
422;2024;3;14;M;2;Pública;Quartzo;5,544981481433334;7,5;6,157407407333333;7,51;2,8333333333333335;5,5;5,0;6,458333333;-1
1117;2024;3;12;F;1;Pública;Ametista;7,601562962866668;8,751;8,314814814666667;7,51;5,666666666666667;6,833333333;10,0;8,125;1
1539;2024;3;13;F;0;Pública;Ametista;7,709588888900001;6,667;9,027777777666666;6,885;6,833333333333333;7,056666667;10,0;7,708333333;0
618;2024;3;15;M;3;Pública;Ágata;6,718348148233334;10,002;8,324074074;6,88;4,166666666666667;6,826666667;5,0;6,666666667;-2
669;2024;3;12;M;2;Pública;Ágata;6,6438703703;7,5;4,851851851666666;7,51;5,333333333333333;6,883333333;10,0;7,291666667;0
408;2024;3;14;F;2;Pública;Ágata;6,5276296297;7,5;4,981481481666667;7,51;4,833333333333333;6,776666667;10,0;7,083333333;0
610;2024;3;11;F;2;Pública;Ametista;7,894888888933334;9,585;9,694444444333334;3,76;6,333333333333333;8,336666667;10,0;6,875;1
409;2024;3;13;F;2;Pública;Topázio;8,225462962900002;9,585;9,231481481333333;7,51;7,166666666666667;7,223333333;10,0;7,916666667;0
464;2024;3;15;F;2;Pública;Ágata;6,872009064333334;9,168;7,851461988333334;8,76;4,333333333333333;7,1175;5,0;7,1875;-1
1165;2024;3;13;F;1;Pública;Ametista;7,908044272466667;8,751;6,829721362333333;8,135;8,0;7,83;10,0;6,875;0
466;2024;3;15;M;2;Pública;Ágata;6,778749122800001;8,751;7,223245614;8,76;4,0;7,665;5,0;7,5;-1
414;2024;3;14;F;3;Pública;Ametista;7,187625925933334;7,917;8,429629629666666;7,51;6,0;5,67;10,0;6,25;0
401;2024;3;14;F;3;Pública;Ágata;6,728911403533334;6,666;6,839473684333334;6,885;4,833333333333333;6,915;10,0;6,5625;0
1141;2024;3;13;F;1;Pública;Ágata;6,793890866866667;9,585;6,191537667666666;7,51;4,166666666666667;6,7825;10,0;6,5625;0
592;2024;3;12;F;3;Privada;Ametista;7,121622213600001;7,917;6,108152734666667;2,51;7,833333333333333;7,625;10,0;7,65625;1
474;2024;3;15;M;3;Pública;Ágata;6,024753703733333;9,168;5,818518518666667;7,51;3,0;6,8725;5,0;7,1875;-1
602;2024;3;13;M;3;Pública;Topázio;8,647409313733334;9,585;9,670588235333334;7,51;7,333333333333333;8,545;10,0;8,28125;0
666;2024;3;12;M;2;Pública;Topázio;8,185838802933334;10,002;7,881527348;7,51;7,166666666666667;8,375;10,0;7,5;0
604;2024;3;12;F;3;Pública;Ametista;7,429623555266667;8,334;7,5029927763333335;8,13;7,0;6,21;10,0;6,40625;1
476;2024;3;14;F;3;Pública;Ágata;6,7359982456;7,917;6,5964912280000005;7,51;4,5;6,745;10,0;6,25;0
423;2024;3;14;F;2;Pública;Ágata;6,616193704866666;5,833;6,501135191;8,13;4,333333333333333;6,8275;10,0;6,875;0
631;2024;3;14;M;2;Pública;Ágata;6,795673420466667;8,334;7,2122004356666665;8,75;4,166666666666667;6,245;10,0;5,625;0
658;2024;3;12;F;2;Pública;Ametista;7,507033333333333;8,751;10,0;8,135;3,6666666666666665;6,738;10,0;7,375;1
1540;2024;3;14;F;0;Pública;Quartzo;5,696233333333334;8,334;5,0;7,51;2,6666666666666665;6,83;5,0;7,125;-1
1541;2024;3;13;M;0;Pública;Topázio;8,337;9,168;8,633333333333333;6,88;8,166666666666666;7,736;10,0;8,25;0
1114;2024;3;12;F;1;Pública;Ametista;7,437466666666667;8,751;9,533333333333333;2,51;5,0;7,836;10,0;8,375;0
662;2024;3;13;F;2;Pública;Ametista;7,1074778554666675;7,917;7,6107226106666666;7,51;4,166666666666667;7,234;10,0;7,625;0
760;2024;3;13;M;3;Pública;Ágata;6,942581818200001;9,168;7,090909091;7,51;5,0;6,158;10,0;6,25;0
1542;2024;3;16;F;0;Pública;Ágata;6,0886079922;7,501;6,304873294333333;8,135;3,1666666666666665;6,966;5,0;7,375;-2
404;2024;3;14;F;3;Pública;Ágata;6,624588235266668;8,334;6,286274509666666;2,51;5,666666666666667;6,998;10,0;7,5;0
1119;2024;3;14;F;1;Pública;Ametista;7,388266666666667;9,585;8,716666666666667;7,51;5,666666666666667;7,698;5,0;7,625;-1
1116;2024;3;15;M;1;Pública;Quartzo;3,7894777778;0,0;3,3555555556666667;6,26;2,3333333333333335;5,066;5,0;5,125;-1
667;2024;3;13;M;3;Pública;Ametista;7,177130604266668;9,168;7,038986354666666;7,51;4,666666666666667;6,966;10,0;7,75;0
605;2024;3;13;F;3;Pública;Ágata;6,0175222222;7,5;6,194444444333333;6,885;2,6666666666666665;5,534;10,0;7,0;0
1543;2024;3;14;M;0;Pública;Ágata;6,754584615400001;7,5;8,076923077;7,51;5,0;7,066;5,0;7,25;-1
1118;2024;3;14;F;1;Pública;Ametista;7,0305545924;7,084;7,846439628666666;9,38;3,8333333333333335;6,866;10,0;6,75;0
1544;2024;3;14;F;0;Pública;Ágata;6,905568627466667;8,334;8,674509804;6,885;5,833333333333333;6,598;5,0;6,625;-1
1545;2024;3;12;F;0;Pública;Ametista;7,296598575533334;7,501;6,210826211;8,13;8,166666666666666;6,165;10,0;6,25;0
1127;2024;3;12;F;1;Pública;Topázio;8,180966666666668;9,168;10,0;7,51;5,833333333333333;7,67;10,0;8,125;0
1129;2024;3;12;M;1;Pública;Ametista;7,360417647066668;9,168;7,137254902;8,13;6,833333333333333;5,745;10,0;6,875;0
1546;2024;3;14;M;0;Pública;Ágata;6,900662108266667;8,334;6,374643874666667;8,75;4,666666666666667;6,17;10,0;7,5;0
1130;2024;3;12;M;1;Pública;Ágata;6,563952941199999;8,751;6,278431372666667;8,13;4,333333333333333;5,33;10,0;6,875;0
1168;2024;3;14;F;1;Pública;Ágata;6,864053921600001;9,585;7,682352941333334;7,51;5,666666666666667;6,33;5,0;7,1875;-1
613;2024;3;15;M;3;Pública;Ametista;7,4019;8,334;9,566666666666666;7,51;7,333333333333333;6,25;5,0;6,875;-1
433;2024;3;14;M;2;Pública;Ametista;7,218157142866668;7,918;8,380952381;8,13;4,833333333333333;6,415;10,0;6,875;0
1547;2024;3;14;F;0;Pública;Ágata;6,748480626800001;7,917;6,467236467333334;8,13;6,666666666666667;6,335;5,0;7,5;-1
1548;2024;3;13;F;0;Pública;Ágata;6,482499715066667;8,334;5,2421652420000004;7,51;4,833333333333333;5,665;10,0;7,5;0
304;2024;3;16;M;3;Pública;Ágata;6,852411484600001;10,002;7,826890756333333;7,51;7,166666666666667;5,825;2,5;6,875;-3
1549;2024;3;15;M;0;Pública;Ágata;6,514862200466668;9,585;7,441394335666668;7,51;4,166666666666667;6,325;5,0;7,1875;-2
632;2024;3;12;F;2;Pública;Ametista;7,515491249000001;7,917;8,999164578333334;6,875;4,166666666666667;7,875;10,0;8,28125;0
633;2024;3;13;F;3;Pública;Quartzo;5,228470175466667;4,584;4,707017544;2,51;3,3333333333333335;6,1175;10,0;6,875;0
1137;2024;3;11;F;1;Pública;Ametista;7,1837526524666675;8,334;7,588638262333333;8,13;3,5;7,4575;10,0;8,28125;1
646;2024;3;14;M;3;Pública;Ametista;7,715491666666668;10,002;9,266666666666667;7,51;6,166666666666667;7,7475;5,0;8,28125;-1
1550;2024;3;15;M;0;Pública;Ágata;6,064236111066667;9,585;5,222222222;7,51;4,333333333333333;6,2025;5,0;7,03125;-1
1139;2024;3;12;M;1;Pública;Ágata;6,906276357600001;8,334;6,152715121333333;7,51;4,666666666666667;7,04;10,0;7,5;1
444;2024;3;14;M;3;Pública;Quartzo;5,410188638266668;8,334;6,377276524666667;2,51;3,6666666666666665;5,96;5,0;6,25;-1
445;2024;3;14;M;2;Pública;Ametista;7,3416246032;7,917;8,715873016;7,51;4,0;7,3725;10,0;7,8125;0
639;2024;3;12;F;3;Pública;Quartzo;5,7693807644;7,917;5,278195488666667;2,51;3,8333333333333335;6,1625;10,0;6,71875;0
1142;2024;3;12;F;1;Pública;Topázio;8,390566666666668;8,334;9,133333333333333;7,51;8,5;7,335;10,0;8,125;0
1551;2024;3;15;M;0;Pública;Quartzo;5,9717087542;9,585;4,7710437709999995;7,51;3,5;6,79;5,0;7,5;-2
458;2024;3;15;M;3;Pública;Quartzo;5,680161507933333;8,751;3,7396825396666666;6,88;4,0;6,83;5,0;7,03125;-1
1552;2024;3;13;M;0;Pública;Ametista;7,443301282066667;9,585;9,743589743666666;7,51;3,1666666666666665;7,165;10,0;7,1875;0
1170;2024;3;15;M;1;Pública;Ágata;6,095440873;9,168;5,565079365;8,13;3,5;6,7475;5,0;7,03125;-2
642;2024;3;12;F;3;Pública;Ametista;7,082591269866667;9,585;9,149206349333333;3,76;4,0;6,9975;10,0;7,1875;0
1553;2024;3;13;M;0;Pública;Ametista;7,641184313700001;8,334;9,003921568666668;7,51;4,333333333333333;7,78;10,0;8,333333333;0
1554;2024;3;15;M;0;Pública;Ágata;6,941692592633334;6,666;9,629629629666667;8,76;4,0;7,22;5,0;7,291666667;-2
649;2024;3;14;F;3;Pública;Ágata;6,985329691766667;8,751;6,004481792666667;8,76;3,6666666666666665;7,333333333;10,0;8,333333333;0
1136;2024;3;14;F;1;Pública;Quartzo;5,458179831866667;8,751;4,547899159666667;8,135;1,6666666666666667;6,383333333;5,0;7,5;-1
653;2024;3;13;F;2;Pública;Topázio;8,103217647033333;8,751;9,537254901999999;8,76;5,166666666666667;7,89;10,0;8,333333333;0
456;2024;3;13;F;2;Pública;Topázio;8,331124561366668;7,083;9,382456140333334;7,51;6,5;8,893333333;10,0;9,166666667;0
655;2024;3;14;F;3;Pública;Topázio;8,238600000066668;7,501;10,0;8,76;6,833333333333333;7,166666667;10,0;8,125;0
656;2024;3;13;F;3;Pública;Ágata;6,668152941266667;9,168;5,978431372666667;7,51;4,166666666666667;6,106666667;10,0;7,5;0
657;2024;3;13;F;3;Pública;Topázio;8,207433333400001;8,751;9,6;6,885;7,5;7,056666667;10,0;8,125;0
1555;2024;3;13;M;0;Pública;Ametista;7,4827333334;8,334;10,0;6,255;3,0;8,056666667;10,0;8,125;0
461;2024;3;13;F;3;Pública;Ametista;7,5447559291;8,751;9,182446312;7,51;4,5;7,056666667;10,0;7,708333333;0
398;2024;3;12;F;2;Pública;Ametista;7,2457999999666685;7,083;5,733333333333333;7,51;8,0;6,553333333;10,0;7,291666667;0
586;2024;3;11;F;3;Bolsista;Topázio;8,702387301666668;9,168;9,241269841333333;7,51;8,5;8,056666667;10,0;8,75;1
623;2024;3;15;M;2;Pública;Ágata;6,357733333300001;8,334;7,3999999999999995;6,885;4,0;7,05;5,0;6,458333333;-1
588;2024;3;11;F;3;Bolsista;Topázio;8,676133333333334;9,168;9,833333333333334;7,51;7,833333333333333;8,0;10,0;8,75;1
626;2024;3;13;M;3;Pública;Ágata;6,407590225500001;9,585;3,380451127666667;6,885;5,333333333333333;6,443333333;10,0;7,291666667;0
1556;2024;3;14;M;0;Pública;Ágata;6,666811111166668;7,917;5,222222222333333;7,51;4,0;7,44;10,0;7,916666667;0
455;2024;3;14;F;2;Pública;Ametista;7,098988888900001;8,751;6,111111111;8,13;4,5;7,276666667;10,0;8,333333333;0
614;2024;3;14;M;3;Pública;Ametista;7,8284999999666685;9,585;9,700000000000001;7,51;6,833333333333333;7,603333333;5,0;7,916666667;-1
434;2024;3;13;M;2;Pública;Ágata;6,610947619100001;7,084;5,061904762;7,51;5,5;6,55;10,0;7,291666667;0
603;2024;3;12;M;2;Pública;Ágata;6,942277777866667;9,585;7,155555555666666;6,885;4,666666666666667;6,216666667;10,0;6,875;0
1133;2024;3;11;F;1;Pública;Topázio;8,238553968266668;9,168;9,841269841333334;8,75;4,5;8,83;10,0;8,125;1
616;2024;3;14;M;3;Pública;Quartzo;5,457877193033333;7,5;3,087719298333333;6,885;3,8333333333333335;4,946666667;10,0;6,458333333;0
1134;2024;3;12;M;1;Pública;Ametista;7,7564571427;8,751;8,914285714;7,51;6,0;6,883333333;10,0;7,708333333;0
1557;2024;3;14;F;0;Pública;Topázio;8,228500000033334;9,585;8,916666666666666;7,51;7,0;7,72;10,0;7,916666667;0
670;2024;3;12;F;2;Bolsista;Topázio;8,8602539683;9,585;9,441269841333334;7,51;8,666666666666666;8,166666667;10,0;8,958333333;1
620;2024;3;14;M;3;Pública;Quartzo;5,766892063566667;8,334;3,9841269843333333;7,51;2,5;5,886666667;10,0;7,083333333;0
1149;2024;4;15;F;1;Pública;Topázio;8,1371;8,334;10,0;10,0;6,0;8,706;5,0;8,625;-1
1558;2024;4;16;M;0;Pública;Ametista;7,643772047733333;9,168;8,705360238666666;8,755;5,5;8,302;5,0;8,5;-1
326;2024;4;14;F;2;Privada;Topázio;8,832389092333335;9,168;8,973112128333334;6,26;9,333333333333334;8,704;10,0;8,875;1
339;2024;4;13;F;3;Pública;Ametista;7,711540746133334;7,5;7,155537064000001;5,635;8,166666666666666;7,668;10,0;8,0;1
179;2024;4;13;M;2;Privada;Topázio;8,932712280733334;9,168;9,407894737;9,38;8,166666666666666;8,44;10,0;8,75;1
1559;2024;4;15;F;0;Pública;Ágata;6,330428437666668;7,917;5,2929755216666665;6,885;4,666666666666667;7,604;5,0;8,375;-1
332;2024;4;15;M;3;Bolsista;Topázio;8,421271701;9,585;7,605358505000001;9,38;7,0;8,706;10,0;8,625;1
1560;2024;4;14;F;0;Privada;Topázio;8,4721031746;9,168;9,206349206333334;5,635;8,166666666666666;8,336;10,0;8,5;1
1153;2024;4;15;F;3;Bolsista;Topázio;8,268876190466667;8,751;9,702380952333334;5,635;8,5;9,074;5,0;8,75;-1
183;2024;4;15;F;2;Pública;Topázio;8,266902371533334;7,917;9,249011857666666;6,26;7,5;8,372;10,0;8,25;0
199;2024;4;15;M;2;Privada;Ametista;7,419398245666667;8,334;7,554824561666667;6,88;7,166666666666667;8,206;5,0;8,125;-1
1561;2024;4;16;M;0;Pública;Ametista;7,9402206349333335;9,585;9,174603174666666;5,0;9,0;7,734;5,0;8,0;-1
336;2024;4;15;M;3;Pública;Ágata;6,834286748466667;7,5;5,512100409000001;6,26;5,833333333333333;7,196;10,0;7,5;0
347;2024;4;14;F;3;Pública;Topázio;8,384742583733333;8,751;9,673046251999999;6,885;7,666666666666667;7,766;10,0;8,0;1
397;2024;4;16;F;3;Pública;Ágata;6,807291921866668;7,918;7,885292942666666;5,63;5,666666666666667;7,398;5,0;7,625;-2
338;2024;4;14;M;3;Pública;Topázio;8,052795331466667;9,168;7,441643324;7,51;6,833333333333333;8,8375;10,0;7,625;0
392;2024;4;16;M;2;Pública;Quartzo;4,3639463364;9,585;5,414731682;5,635;1,0;3,545;5,0;3,5;-1
352;2024;4;13;M;3;Pública;Quartzo;5,9794829346;8,334;4,453748006333333;6,26;3,1666666666666665;6,7925;10,0;6,375;1
1562;2024;4;16;F;0;Pública;Quartzo;5,458833333333334;6,25;8,666666666666666;5,01;0,5;6,8725;5,0;6,25;-2
367;2024;4;13;F;3;Pública;Ametista;7,209434085200001;9,168;7,268170426;6,26;5,0;7,6275;10,0;6,875;1
1563;2024;4;15;F;0;Pública;Ametista;7,604211111133335;8,751;8,305555555666666;7,51;7,0;8,46;5,0;7,25;-1
1564;2024;4;15;M;0;Pública;Quartzo;5,0761468806000005;8,334;4,942067736333334;6,885;2,1666666666666665;5,2875;5,0;5,75;-1
1565;2024;4;16;M;0;Pública;Quartzo;5,816448179266667;0,0;8,102240896333333;7,51;5,5;6,0375;5,0;6,375;-1
1566;2024;4;17;F;0;Pública;Ametista;7,759243871133334;9,168;9,247219355666667;7,51;6,5;8,335;5,0;7,75;-2
1567;2024;4;16;F;0;Pública;Ametista;7,913942087533334;8,334;8,771043771;7,51;8,166666666666666;8,335;5,0;7,75;-2
356;2024;4;14;M;3;Pública;Ágata;6,627336016533334;8,334;6,656346749333334;5,635;5,333333333333333;6,5375;10,0;5,25;1
1568;2024;4;15;F;0;Pública;Ametista;7,8003261438000004;9,168;7,493464052333334;7,51;8,166666666666666;8,5025;5,0;8,0;-1
247;2024;4;14;F;3;Pública;Ágata;6,646485739800001;0,0;8,306595365666666;6,26;4,333333333333333;8,5875;10,0;7,75;0
204;2024;4;15;F;3;Pública;Ametista;7,838218894866668;9,168;6,827094474333333;6,26;7,5;8,5875;10,0;7,125;0
1569;2024;4;17;F;0;Pública;Quartzo;5,7191555556;6,666;7,111111111333334;6,26;2,1666666666666665;6,9175;5,0;6,875;-2
1570;2024;4;16;F;0;Pública;Ametista;7,894084175066667;9,585;7,542087542;7,51;8,333333333333334;8,6725;5,0;7,75;-1
1571;2024;4;16;M;0;Pública;Ametista;7,2484555556;8,334;9,111111111333335;5,005;5,666666666666667;8,545;5,0;7,5;-1
1572;2024;4;15;F;0;Pública;Topázio;8,080345634866667;9,168;9,841269841333334;7,51;7,5;8,393333333;5,0;7,65625;-1
1150;2024;4;17;M;1;Pública;Ametista;7,1023212964;8,334;6,481481481666667;7,51;6,833333333333333;7,946666667;5,0;7,65625;-2
1573;2024;4;16;M;0;Pública;Ágata;6,743847969266667;9,168;6,120448179333334;6,26;5,0;8,556666667;5,0;7,65625;-1
1574;2024;4;16;F;0;Pública;Ametista;7,777244180000001;8,751;8,399470899666667;7,51;7,333333333333333;8,616666667;5,0;7,8125;-1
1151;2024;4;13;F;1;Pública;Topázio;8,749111111066668;7,5;9,722222222333334;5,635;9,0;9,393333333;10,0;8,125;1
1575;2024;4;16;F;0;Pública;Ametista;7,318459391466667;9,168;8,624338624;6,885;5,333333333333333;8,28;5,0;7,65625;-1
1081;2024;4;15;F;1;Bolsista;Topázio;8,5452952381;6,667;9,523809523666666;5,005;8,833333333333334;8,95;10,0;9,166666667;0
342;2024;4;16;F;3;Pública;Ágata;6,757026587266667;8,751;7,728174603333334;6,26;4,5;7,723333333;5,0;7,65625;-1
1576;2024;4;16;F;0;Pública;Ametista;7,4636202380666665;8,334;9,523809523666666;5,635;6,666666666666667;8,44;5,0;6,40625;-1
187;2024;4;14;F;3;Bolsista;Topázio;8,568424074066666;8,751;9,537037037;5,635;7,833333333333333;9,06;10,0;8,4375;0
359;2024;4;14;F;3;Pública;Ametista;7,492006349133335;9,168;7,162698412666667;6,26;5,5;8,333333333;10,0;7,5;1
1577;2024;4;16;M;0;Pública;Ágata;6,305585581933334;10,002;4,993386243333333;7,51;4,333333333333333;7,273333333;5,0;7,34375;-1
236;2024;4;14;F;2;Pública;Ágata;6,980833740133334;9,168;7,890668700666666;6,26;4,5;6,362;10,0;6,875;0
249;2024;4;16;M;3;Pública;Ágata;6,125104328999999;7,083;6,645021645;5,0;5,0;7,064;5,0;6,75;-2
239;2024;4;17;F;3;Pública;Ágata;6,782180868800001;8,751;6,361737677333333;5,635;6,666666666666667;8,502;2,5;7,875;-3
382;2024;4;16;M;3;Pública;Quartzo;5,805712280733333;9,168;6,324561403666666;5,63;3,0;6,43;5,0;6,75;-1
383;2024;4;13;M;3;Pública;Topázio;8,036024386733335;9,168;8,600288600333334;7,51;5,833333333333333;8,47;10,0;7,875;1
1155;2024;4;15;F;1;Pública;Ametista;7,119011111133333;8,334;8,888888889;5,005;4,666666666666667;8,87;5,0;8,0;-1
384;2024;4;14;F;3;Pública;Topázio;8,072200721466668;7,5;8,607503607333333;7,51;7,5;7,936;10,0;7,625;0
1156;2024;4;13;F;1;Pública;Ágata;6,6777135642;7,5;7,821067821;7,51;2,0;7,5;10,0;7,125;1
1578;2024;4;13;F;0;Pública;Ametista;7,880605848;8,334;6,761695906666667;7,51;7,333333333333333;8,636;10,0;7,5;1
388;2024;4;16;F;3;Pública;Quartzo;5,965307936466667;7,5;6,349206349;7,51;4,333333333333333;5,764;5,0;6,75;-1
260;2024;4;15;F;3;Pública;Topázio;8,448920634933334;8,751;9,674603174666666;7,51;7,0;8,502;10,0;7,875;0
395;2024;4;13;F;3;Pública;Ametista;7,169905291000001;8,751;6,921693121666666;6,26;4,333333333333333;8,464;10,0;7,25;1
262;2024;4;17;M;3;Privada;Quartzo;5,806145462066667;7,917;4,854560643666667;7,51;4,166666666666667;6,296;5,0;7,0;-2
1579;2024;4;16;F;2;Pública;Ametista;7,894385710733333;8,751;9,090261886999999;5,635;7,166666666666667;9,272;5,0;8,5;-2
1580;2024;4;16;M;0;Pública;Ametista;7,790523996266667;8,751;9,049953314666666;7,51;6,166666666666667;9,168;5,0;7,875;-1
377;2024;4;14;F;3;Pública;Ametista;7,480115873000001;9,168;7,698412698333333;7,51;5,166666666666667;7,634;10,0;7,125;0
250;2024;4;14;F;2;Bolsista;Topázio;9,049892592566668;9,168;9,629629629666667;6,88;9,166666666666666;8,95;10,0;8,958333333;0
1581;2024;4;16;M;0;Pública;Ágata;6,9787022855;8,334;7,834844760666667;6,26;6,333333333333333;7,386666667;5,0;7,083333333;-1
1582;2024;4;15;M;0;Pública;Ágata;6,472788888966667;8,334;8,069444444333334;6,255;4,5;6,666666667;5,0;6,666666667;-1
1583;2024;4;15;F;0;Pública;Ametista;7,8197579711000005;7,917;7,753623188333333;6,26;8,166666666666666;9,006666667;5,0;9,166666667;-1
450;2024;4;15;M;3;Pública;Ametista;7,526188206666666;8,751;8,954191033333332;5,63;7,5;7,58;5,0;7,8125;-1
426;2024;4;15;F;2;Pública;Ágata;6,6430030186;7,917;7,9050567596666665;4,38;4,833333333333333;8,0;5,0;7,65625;-1
1584;2024;4;15;F;0;Pública;Ametista;7,429837830666667;8,334;9,153439153333332;7,51;5,5;8,1675;5,0;7,8125;-1
313;2024;4;15;F;2;Pública;Ametista;7,2528500000000005;8,751;9,666666666666666;5,63;4,833333333333333;8,1675;5,0;7,8125;-1
467;2024;4;15;F;2;Pública;Ametista;7,7298118421333335;7,917;9,140350877333333;5,01;6,833333333333333;7,54;10,0;7,34375;0
1585;2024;4;15;F;0;Pública;Ágata;6,730367016866668;10,002;6,775210084333334;7,51;4,0;7,7925;5,0;7,65625;-1
432;2024;4;16;F;3;Pública;Ametista;7,167975;7,501;10,0;6,26;5,5;7,2875;5,0;7,34375;-1
1586;2024;4;15;F;0;Pública;Ágata;6,555764327466668;10,002;6,128654970666666;5,01;5,666666666666667;7,54;5,0;6,875;-1
470;2024;4;15;F;3;Pública;Ágata;6,981130848;9,585;8,011695906666667;7,51;3,3333333333333335;6,4975;10,0;7,03125;0
417;2024;4;14;F;2;Pública;Topázio;8,533628557533333;8,334;8,401559454333333;7,51;8,833333333333334;8,2925;10,0;8,4375;0
407;2024;4;15;M;2;Pública;Ametista;7,0875128168;8,334;7,614522417333333;6,26;3,6666666666666665;7,875;10,0;7,96875;0
1587;2024;4;16;F;0;Pública;Ametista;7,34055;9,168;10,0;7,51;3,75;8,2075;5,0;7,8125;-2
1588;2024;4;14;F;0;Pública;Ametista;7,303823728133333;7,917;8,640618640666666;7,51;4,0;7,415;10,0;7,5;0
